replicateid,population,beta,eir,pfprunder5,pfpr2to10,pfprall
10837,2279,0.403,42.7327,67.1101583333333,46.763625,29.0031916666667
10884,2279,0.449,48.5303,69.1527916666667,46.8584333333333,28.8716416666667
10843,2279,0.406,42.8819,66.7662916666667,46.8934583333333,25.8316416666667
10882,2279,0.444,45.7155,68.3789916666667,46.9233666666667,28.7505083333333
10822,2279,0.388,39.6352,69.72825,47.01025,27.7124833333333
10857,2279,0.425,47.0957,70.9956833333333,47.0121416666667,28.161925
10859,2279,0.427,42.7896,69.733925,47.0694333333333,27.540725
10867,2279,0.435,42.4831,70.0684666666667,47.1086666666667,27.4180416666667
10982,2279,0.55,54.6455,73.459525,47.1102666666667,29.2208583333333
10900,2279,0.468,49.3833,71.917625,47.1424916666667,28.2820166666667
10934,2279,0.5,47.8398,74.5697583333333,47.178525,28.638525
11024,2279,0.592,64.1344,73.5195666666667,47.1905083333333,29.685975
10807,2279,0.375,39.113,66.6210583333333,47.190525,27.7003333333333
10845,2279,0.411,41.9623,69.5998166666667,47.287975,27.950775
10813,2279,0.379,37.9727,66.758675,47.3224916666667,27.9208583333333
10911,2279,0.479,43.3988,69.9957583333333,47.3312,28.7581
10806,2279,0.374,38.1323,65.7495916666667,47.3349166666667,28.0944166666667
10839,2279,0.405,42.4044,69.58875,47.39985,27.5321416666667
10920,2279,0.486,49.3922,66.771875,47.4383833333333,27.43265
10846,2279,0.412,46.9824,72.5133583333333,47.4641583333333,27.8379083333333
10868,2279,0.436,46.4247,70.5037583333333,47.5024666666667,27.8354333333333
10832,2279,0.399,38.7189,67.1763,47.5501833333333,27.9553166666667
10910,2279,0.478,46.094,68.6391333333333,47.5749083333333,28.6012333333333
10853,2279,0.42,45.4117,69.1599666666667,47.617,27.2918166666667
10820,2279,0.386,37.4288,67.41555,47.7621583333333,27.7277
10852,2279,0.421,41.2856,69.2635583333333,47.8403333333333,28.3050916666667
10936,2279,0.502,52.5579,74.3052083333333,47.843975,29.0330583333333
11062,2279,0.628,71.7363,77.5351916666666,47.8595083333333,29.884725
10814,2279,0.381,40.7135,69.0166333333333,47.9166166666667,27.242225
10929,2279,0.491,46.6394,69.8926166666667,47.9405583333333,29.430825
10962,2279,0.532,57.3432,74.99825,47.9480333333333,28.808275
10926,2279,0.494,52.1351,72.0297583333333,47.9928916666667,28.684625
10818,2279,0.384,36.979,65.7107666666667,48.08565,26.8170333333333
10924,2279,0.49,45.9631,69.4092416666667,48.1829583333333,29.6182083333333
10836,2279,0.402,43.6004,69.5848083333333,48.2331083333333,27.2925333333333
10931,2279,0.497,48.6721,69.9259666666667,48.235175,28.9191166666667
10849,2279,0.415,40.6338,70.4445,48.349925,27.7640083333333
10858,2279,0.426,49.3376,72.190775,48.3688916666667,29.6903
10928,2279,0.496,53.5374,72.6658,48.3740333333333,28.77335
10889,2279,0.455,45.2801,72.3721666666667,48.392125,29.1093833333333
10908,2279,0.471,56.0625,73.5816833333333,48.4931583333333,29.5032416666667
10876,2279,0.442,44.2466,68.1254416666667,48.4932,28.3992583333333
10865,2279,0.431,46.0616,70.4567916666667,48.5121,28.5556583333333
10869,2279,0.432,42.2327,70.1667,48.541775,28.6662083333333
10898,2279,0.459,45.0917,71.1793333333333,48.6395916666667,28.7174166666667
10906,2279,0.474,48.0188,69.38645,48.6513333333333,28.9733666666667
10912,2279,0.482,47.6844,71.6089166666667,48.7131083333333,29.8005166666667
10893,2279,0.461,47.7087,69.913875,48.74105,28.0955833333333
10916,2279,0.48,56.2623,70.4123416666667,48.8815833333333,28.385975
10896,2279,0.464,51.2329,69.4850666666667,48.9246166666667,28.3267333333333
10945,2279,0.505,53.3576,72.6695916666666,49.00635,30.06095
10890,2279,0.456,45.6089,70.8283,49.0187083333333,28.709125
10974,2279,0.54,54.455,72.481725,49.0322166666667,28.630125
10939,2279,0.507,59.1116,71.430475,49.0755333333333,29.6999833333333
10850,2279,0.416,44.0593,71.1335166666667,49.113675,29.0236916666667
10925,2279,0.493,57.029,77.068525,49.13795,29.2727916666667
10942,2279,0.51,52.8346,72.9688,49.1784083333333,30.3714333333333
10877,2279,0.445,52.2206,73.6626083333333,49.2278333333333,29.9924833333333
10914,2279,0.476,51.4325,70.739575,49.335775,28.7726666666667
10862,2279,0.428,41.8431,68.3123416666667,49.3615416666667,28.592425
11002,2279,0.57,65.6936,75.63405,49.3826083333333,30.5690583333333
10968,2279,0.538,55.4866,78.6543666666667,49.4306583333333,30.1601166666667
10943,2279,0.511,46.8738,70.9897333333333,49.5443583333333,29.09745
10887,2279,0.453,51.0911,73.5222166666667,49.5580583333333,29.5499083333333
10895,2279,0.463,50.6512,75.4121583333333,49.5599583333333,29.5420666666667
10848,2279,0.414,46.4576,69.8274333333333,49.62985,28.95105
11064,2279,0.63,62.9054,75.2928833333333,49.6311083333333,30.7490833333333
11005,2279,0.571,59.9643,74.9804083333333,49.6494,29.7265083333333
10973,2279,0.539,57.3977,75.6433333333333,49.7325916666667,30.1761833333333
10935,2279,0.501,50.5043,73.5353333333333,49.7579583333333,28.96345
10891,2279,0.457,50.8457,74.8069833333333,49.8123666666667,29.9853
10901,2279,0.469,46.466,71.6166833333333,49.8893,30.0572
10922,2279,0.488,51.9109,71.6691583333333,49.8898333333333,29.770175
10899,2279,0.465,48.7463,68.915475,50.0038583333333,28.4240416666667
10856,2279,0.424,45.8126,70.9810666666667,50.1190833333333,28.634075
10844,2279,0.407,40.3108,69.2965916666667,50.1493833333333,28.7382166666667
10959,2279,0.527,57.212,74.5019,50.2052333333333,28.353775
10937,2279,0.503,49.1777,76.1324666666667,50.2260166666667,29.6592666666667
10918,2279,0.484,50.0727,72.1357083333333,50.2320833333333,29.1352166666667
10990,2279,0.555,66.4774,76.8925666666667,50.3163833333333,30.619
10904,2279,0.472,48.1772,73.014625,50.4444583333333,29.7844416666667
10952,2279,0.521,55.3946,73.6936,50.4749,29.03755
11075,2279,0.641,67.7336,77.3966916666667,50.5015083333333,30.2884333333333
10885,2279,0.451,45.6155,70.09505,50.5673,28.3254166666667
10983,2279,0.551,58.2908,76.1623666666667,50.571575,30.441025
10871,2279,0.437,38.3869,66.1803833333333,50.5781416666667,28.1722
10863,2279,0.429,46.0223,71.4611666666667,50.5803166666667,28.9623833333333
10860,2279,0.422,44.6877,71.472275,50.613075,28.5412166666667
10940,2279,0.508,57.6639,74.1310833333333,50.6564166666667,30.43865
10944,2279,0.506,55.2793,73.635375,50.67235,30.6353916666667
10947,2279,0.513,50.7933,77.6697583333333,50.6911833333333,29.8659583333333
10941,2279,0.509,56.3438,76.9814416666667,50.70255,30.1125833333333
10984,2279,0.552,60.951,74.5676416666667,50.7141,29.3406333333333
11036,2279,0.602,59.2791,75.7491333333333,50.7480666666667,31.0433166666667
10888,2279,0.454,52.7976,73.0790166666666,50.7589666666667,29.5148333333333
10979,2279,0.545,55.1501,76.4060916666667,50.8089833333333,30.04605
10949,2279,0.517,57.5936,75.8345833333333,50.8720833333333,30.2727333333333
10977,2279,0.543,53.5044,76.0705916666667,50.8798833333333,29.2576083333333
10886,2279,0.452,49.8842,69.5120833333333,50.8894666666667,28.4948333333333
11061,2279,0.627,75.7087,82.6036583333333,50.9263416666667,31.9107916666667
10960,2279,0.528,58.3687,77.3971916666667,50.9798916666667,30.1928
10969,2279,0.535,64.0122,72.6652416666667,51.0223583333333,29.7253666666667
10933,2279,0.499,55.8488,73.8284,51.0385333333333,28.7899666666667
10981,2279,0.549,58.1805,74.0801916666667,51.1157083333333,30.1145833333333
10994,2279,0.562,60.0685,76.4008666666667,51.1663916666667,29.399475
10902,2279,0.466,46.8179,72.9354333333333,51.1815333333333,28.7840833333333
11102,2279,0.669,78.5174,81.9285083333333,51.2342,32.6957333333333
10872,2279,0.438,46.606,71.839075,51.23955,28.9503416666667
10855,2279,0.419,44.502,71.306575,51.2404333333333,29.3327083333333
10905,2279,0.473,49.2261,75.5538416666667,51.2571833333333,30.5208583333333
10953,2279,0.52,55.4453,75.8978,51.3372833333333,29.37035
11032,2279,0.598,64.3168,78.63675,51.355775,29.515425
11039,2279,0.605,68.4758,74.6200333333333,51.3711583333333,30.287525
11017,2279,0.583,63.2568,77.440925,51.4101916666667,30.86615
11007,2279,0.572,64.2809,75.360675,51.457325,30.4876166666667
10958,2279,0.526,63.5531,74.105975,51.4600166666667,30.0016
10991,2279,0.557,56.0032,75.78585,51.5666583333333,30.3017583333333
10919,2279,0.485,57.5065,72.6636166666667,51.58275,29.3896083333333
10938,2279,0.504,57.1816,77.427925,51.6152833333333,30.3174833333333
10930,2279,0.492,57.941,77.854475,51.6285833333333,30.703125
11070,2279,0.636,69.8454,73.0714916666667,51.7267833333333,30.1215666666667
10964,2279,0.534,57.6036,76.1350083333333,51.7559083333333,29.1489166666667
11087,2279,0.649,73.1692,80.4211666666667,51.7906416666667,31.238225
11126,2279,0.686,76.6605,81.8823416666667,51.8452583333333,31.5366666666667
10995,2279,0.563,58.1123,72.7363416666667,51.886075,29.525075
10957,2279,0.515,49.7318,73.3458666666667,51.8963666666667,29.9984583333333
10978,2279,0.544,55.2959,74.8024083333333,51.9042583333333,28.348825
10951,2279,0.519,55.184,75.113025,51.9256583333333,30.45865
10946,2279,0.512,58.6593,74.1851333333333,51.94715,28.68685
11117,2279,0.683,84.6091,80.8645416666667,51.9932833333333,31.0119
10883,2279,0.448,48.6608,72.2221166666667,52.0620583333333,28.554175
10903,2279,0.467,48.7932,74.7873166666667,52.076725,30.3627333333333
11142,2279,0.708,79.8138,81.1090583333334,52.12945,31.5698666666667
10932,2279,0.498,50.5093,73.8173833333333,52.1657416666667,29.1967083333333
10909,2279,0.477,55.4116,76.0536,52.204425,30.609425
10975,2279,0.541,59.6784,76.1153,52.2108333333333,30.0671
10948,2279,0.514,51.337,74.5576833333333,52.2556416666667,30.2068083333333
11074,2279,0.64,76.7738,76.7475166666667,52.4739833333333,30.1722166666667
10840,2279,0.408,46.6631,74.0951666666667,52.49605,30.3567333333333
11055,2279,0.623,70.7764,80.4362166666667,52.5133916666667,31.39365
10980,2279,0.546,58.766,77.6702833333333,52.5200583333333,30.9493333333333
11003,2279,0.568,68.2944,78.1006916666667,52.5408083333333,31.3419833333333
11011,2279,0.577,64.8775,74.0393833333333,52.541325,30.1072166666667
10961,2279,0.531,57.8787,76.737425,52.5785583333333,31.0967916666667
11009,2279,0.575,64.9452,76.7181333333333,52.6459416666667,30.6614833333333
11035,2279,0.601,66.9141,80.4143666666667,52.6491083333333,31.3852083333333
11092,2279,0.658,73.8758,78.4866083333333,52.6748416666667,31.3011
11046,2279,0.612,69.3829,81.0976916666667,52.709325,29.59705
10976,2279,0.542,61.8855,74.537425,52.7981833333333,29.28615
11019,2279,0.585,61.7573,75.6159083333333,52.831075,31.8035166666667
11056,2279,0.624,69.1494,78.964375,52.8451083333333,30.450175
10917,2279,0.481,51.4528,76.6171083333333,52.945825,29.46715
11083,2279,0.65,70.36,79.72205,52.9688583333333,31.2307416666667
11048,2279,0.614,65.889,78.8161,52.9920833333333,31.7120083333333
10986,2279,0.548,58.3456,76.1946083333333,52.999575,30.2588666666667
10972,2279,0.523,55.8872,75.9614083333333,53.012175,30.584125
11044,2279,0.61,73.7494,78.7377416666667,53.0247333333333,31.1467833333333
11138,2279,0.704,70.4966,80.4006333333333,53.0686666666667,31.724675
11098,2279,0.665,78.53,79.7844666666667,53.0746666666667,31.45465
10971,2279,0.522,57.7318,75.7035333333333,53.0819333333333,29.8256166666667
10997,2279,0.565,55.9195,76.2564333333333,53.096925,29.90535
10966,2279,0.53,57.1304,76.078875,53.1086583333333,30.7051666666667
10992,2279,0.558,56.7166,78.317925,53.1232583333333,30.8236333333333
11063,2279,0.629,66.7673,78.5482583333333,53.22365,31.1846916666667
10923,2279,0.489,51.9174,75.2902416666667,53.24645,29.550425
10956,2279,0.516,54.1349,75.9240416666667,53.2508833333333,29.2752166666667
11171,2279,0.734,84.459,81.5208166666667,53.3108333333333,31.8956666666667
11028,2279,0.588,66.8205,79.4562166666667,53.35535,30.236325
11100,2279,0.668,80.0057,80.59815,53.3647583333333,32.42025
10987,2279,0.553,54.4681,72.4705083333333,53.3679833333333,29.8515166666667
11119,2279,0.688,67.1196,76.1037583333333,53.4186416666667,31.1071583333333
11001,2279,0.566,65.5059,78.064025,53.4970166666667,31.0199333333333
11099,2279,0.667,78.2446,82.4383166666667,53.515475,32.3333916666667
11016,2279,0.582,59.2959,78.7399083333333,53.5184916666667,31.1614833333333
11088,2279,0.653,77.4016,82.7798833333333,53.5667833333333,32.5405583333333
11015,2279,0.581,63.4183,79.10555,53.5896083333333,31.3637666666667
10999,2279,0.561,59.7623,76.9046583333333,53.5949416666667,29.601575
11020,2279,0.586,61.6285,75.8539583333333,53.6069083333333,30.7337916666667
10967,2279,0.537,57.5837,77.31845,53.609175,31.3595833333333
11093,2279,0.659,77.2594,79.3610416666667,53.6741416666667,30.4346166666667
11176,2279,0.742,86.851,83.801925,53.722225,32.7760333333333
10955,2279,0.525,56.626,77.469675,53.8983916666667,30.9431416666667
11018,2279,0.584,67.982,77.4897333333333,53.9304583333333,30.9492416666667
11000,2279,0.567,55.9885,74.6428833333333,53.97655,29.6734333333333
10996,2279,0.564,64.1416,76.0544166666667,54.021475,30.9638916666667
11034,2279,0.6,66.4384,76.1162666666667,54.0801666666667,30.6949666666667
11008,2279,0.574,62.3951,76.3309,54.0857666666667,30.5347166666667
11231,2279,0.795,90.0787,83.9959333333333,54.1232,32.450375
11059,2279,0.619,73.7663,79.374025,54.1314333333333,31.2329083333333
11069,2279,0.635,67.1181,78.27275,54.1651,29.99645
11013,2279,0.579,65.3207,78.06685,54.21025,31.5487333333333
10954,2279,0.524,61.0602,77.9310916666667,54.2373166666667,29.72805
10950,2279,0.518,59.185,76.107025,54.3331666666667,31.603675
11027,2279,0.593,70.1558,78.173475,54.3430166666667,30.8528333333333
11060,2279,0.626,70.8008,75.1415333333333,54.363225,31.111225
11065,2279,0.631,69.5853,80.9490583333333,54.3687916666667,32.7492583333333
11049,2279,0.615,65.787,79.9278,54.3777666666667,31.6839083333333
11120,2279,0.689,66.2595,76.9107083333333,54.3860833333333,31.8209166666667
10989,2279,0.556,55.7834,75.0462583333333,54.3874666666667,30.5616583333333
11037,2279,0.603,72.6532,80.9493916666667,54.4277083333333,31.8936166666667
11051,2279,0.617,71.8269,80.3975916666667,54.4464,32.1440916666667
11307,2279,0.876,112.269,88.755325,54.5282583333333,34.85625
10998,2279,0.56,61.1588,81.1684833333333,54.5694,30.86245
11025,2279,0.596,69.6596,78.2242166666667,54.5746833333333,30.5546666666667
11022,2279,0.59,65.5731,77.0641,54.6030333333333,30.3028583333333
11166,2279,0.732,85.3488,85.385175,54.6058,34.6865833333333
10970,2279,0.536,60.1624,76.9255166666667,54.61775,30.9315583333333
11052,2279,0.618,65.926,79.498375,54.656925,29.7928666666667
11042,2279,0.608,64.351,78.2854,54.6876333333333,30.752625
11094,2279,0.66,88.0665,82.724425,54.6961333333333,31.7651833333333
11038,2279,0.604,62.6215,75.4286583333333,54.6964083333333,31.143975
11156,2279,0.723,86.2842,81.535125,54.7112083333333,32.0994916666667
11115,2279,0.681,82.0935,80.434125,54.772425,31.9446083333333
11079,2279,0.645,77.4081,82.7676666666667,54.79485,32.469875
11095,2279,0.661,76.2187,78.7876916666667,54.7976666666667,32.7373
11021,2279,0.587,62.2473,77.210575,54.8019833333333,31.0895583333333
10965,2279,0.529,56.9593,76.7827083333333,54.8220166666667,30.5968916666667
11122,2279,0.691,82.319,80.012125,54.9137916666667,32.144125
11057,2279,0.625,73.7518,79.7201583333333,54.9668416666667,32.35595
11183,2279,0.749,84.2331,84.5371166666667,54.9892166666667,33.7349333333333
11105,2279,0.671,85.9524,79.9213166666667,55.0272,32.1287916666667
11242,2279,0.814,106.414,85.18945,55.0357083333333,34.5507333333333
11210,2279,0.771,86.2891,80.8195666666667,55.0369083333333,32.7112166666667
11058,2279,0.62,74.1622,78.807,55.0705916666667,33.0755916666667
10985,2279,0.547,67.5326,77.2137083333333,55.0871333333333,30.1982416666667
11030,2279,0.594,63.485,78.2529166666667,55.2500333333333,30.3451416666667
11077,2279,0.643,67.1165,78.5061916666667,55.2752833333333,31.53855
10963,2279,0.533,59.9224,74.5614416666667,55.2754333333333,29.138325
11041,2279,0.607,65.7243,79.5313083333333,55.2943666666667,31.3500583333333
11246,2279,0.81,99.4939,85.1823416666667,55.2960083333333,33.78355
11023,2279,0.591,67.0755,79.49695,55.3148166666667,30.2883833333333
11104,2279,0.67,74.728,80.7922,55.3676083333333,31.2744083333333
11031,2279,0.597,62.9141,77.4162166666667,55.3902166666667,31.9894833333333
11114,2279,0.68,68.0024,81.347575,55.4118,31.3528083333333
11164,2279,0.727,78.7367,82.355775,55.4724,32.7626916666667
11144,2279,0.71,88.8214,82.8416333333333,55.5668583333333,32.4585333333333
11116,2279,0.682,76.009,81.6055166666667,55.5860083333333,31.9003666666667
11110,2279,0.676,83.4396,81.4670416666667,55.6241333333333,32.3607583333333
11169,2279,0.736,90.1054,83.9150916666667,55.6638333333333,32.9793583333333
11006,2279,0.573,59.8704,79.5775083333333,55.6705833333333,31.74635
11155,2279,0.722,79.2783,79.0293666666667,55.7067583333333,31.3274666666667
10881,2279,0.443,52.9187,76.1622666666667,55.7567583333333,32.4712166666667
11343,2279,0.909,107.256,85.9321083333333,55.7745416666667,33.6345416666667
11012,2279,0.578,66.9702,80.3937916666667,55.7818833333333,32.6838083333333
11026,2279,0.595,75.4741,80.4821083333333,55.907775,32.7011166666667
11066,2279,0.632,66.9732,83.034125,55.9424666666667,32.1815916666667
11154,2279,0.721,87.4767,83.8745333333333,55.962075,32.63445
11299,2279,0.869,105.466,86.9346416666667,56.0322416666667,32.7839666666667
11090,2279,0.656,81.266,84.2822333333333,56.136525,31.3167
11108,2279,0.674,79.0609,77.836975,56.1684916666667,31.4569
11121,2279,0.69,83.8059,83.8197083333333,56.16915,33.4332666666667
11010,2279,0.576,69.7372,80.5664166666667,56.2127333333333,32.443525
11229,2279,0.793,98.9376,83.44215,56.2561333333333,33.0909416666667
10993,2279,0.559,64.3237,79.4861833333333,56.27675,30.8147666666667
11107,2279,0.672,73.9568,80.4566666666667,56.3258666666667,31.7470583333333
11068,2279,0.634,73.7602,81.2127083333333,56.3438083333333,32.7141833333333
11072,2279,0.637,74.4479,82.9613,56.5870083333333,32.6042166666667
10988,2279,0.554,60.9665,79.7048833333333,56.6451416666667,31.49045
11214,2279,0.78,85.0021,82.9845166666667,56.6505083333333,33.3084416666667
11254,2279,0.823,91.3609,84.60465,56.6733666666667,34.5928083333333
11111,2279,0.677,79.1841,82.8395416666667,56.7060083333333,31.592375
11071,2279,0.638,68.8963,80.4949166666667,56.930075,31.0807666666667
11295,2279,0.863,108.847,87.6964833333333,56.9508083333333,34.677275
11047,2279,0.613,70.3473,79.3974833333333,56.9690416666667,32.2329833333333
11080,2279,0.646,81.0946,78.2618166666667,57.0123916666667,32.3327083333333
11014,2279,0.58,70.9973,79.3979,57.0497333333333,31.759075
11084,2279,0.651,78.4951,82.5184666666667,57.0527916666667,31.6122416666667
11103,2279,0.666,77.4674,82.3261,57.067875,32.5377666666667
11189,2279,0.755,81.5568,83.5578583333333,57.0757416666667,33.6816333333333
11029,2279,0.589,68.8966,81.3203916666667,57.0802083333333,31.6293083333333
11101,2279,0.662,74.2492,83.584025,57.095125,33.2944083333333
11163,2279,0.728,90.748,82.6574166666667,57.149625,34.0328416666667
11201,2279,0.767,93.8781,86.1491666666667,57.15855,33.531725
11147,2279,0.713,87.5871,84.343325,57.1733083333333,31.8952666666667
11267,2279,0.834,108.972,89.1968833333333,57.223225,34.3790166666667
11159,2279,0.72,89.9766,85.4504916666667,57.2432083333333,33.1040416666667
11250,2279,0.812,93.9083,84.460875,57.2630833333333,33.21325
11067,2279,0.633,77.1936,81.2338833333333,57.3111,32.210275
11076,2279,0.642,67.9538,83.1891583333333,57.3379916666667,32.1395333333333
11311,2279,0.877,108.489,85.1530083333333,57.3497833333333,33.9384166666667
11073,2279,0.639,72.2595,79.098075,57.3577,31.4362166666667
11238,2279,0.804,101.36,87.1370583333333,57.4213083333333,33.51525
11197,2279,0.763,89.7719,84.160025,57.4736583333333,32.9843833333333
11078,2279,0.644,78.9725,82.7955583333333,57.5427916666667,31.4616
11206,2279,0.775,95.3603,85.223175,57.5434833333333,33.70785
11129,2279,0.695,79.4847,81.3108416666667,57.556925,33.2268833333333
11195,2279,0.76,92.0205,86.3022,57.5692333333333,32.8063
11040,2279,0.606,67.2973,78.0829416666667,57.5708083333333,31.9593166666667
11174,2279,0.74,91.8006,85.8266833333333,57.57235,33.1576166666667
11091,2279,0.655,74.5396,79.08305,57.5767833333333,31.7249583333333
11150,2279,0.715,92.2864,84.6752083333333,57.6312,33.186925
11081,2279,0.652,71.6281,80.4622666666667,57.64245,33.137
11133,2279,0.698,92.1513,83.9055416666667,57.6885916666667,33.5374833333333
11185,2279,0.75,100.809,86.9744916666667,57.71965,33.9707916666667
11130,2279,0.7,82.4644,80.408125,57.7252666666667,32.4161166666667
11218,2279,0.784,88.4629,85.189225,57.7344583333333,34.043875
11085,2279,0.657,82.5826,82.2063583333333,57.7432333333333,31.4408
11168,2279,0.737,88.5081,82.6887666666667,57.7540666666667,33.2565166666667
11277,2279,0.843,105.475,87.2972166666667,57.8043666666667,34.7766083333333
11170,2279,0.735,87.6904,83.2191583333333,57.8880916666667,31.8710583333333
11113,2279,0.679,88.6826,81.25725,57.9237333333333,32.4465083333333
11082,2279,0.647,79.8498,82.5113,58.0009,31.6383666666667
11096,2279,0.663,77.5975,81.8469333333334,58.0299916666667,32.8849416666667
11146,2279,0.712,76.5485,81.91735,58.0334666666667,33.1234333333333
11160,2279,0.726,77.7461,81.8832,58.0546,33.3136333333333
11256,2279,0.821,99.8326,86.5985666666667,58.064,34.6920916666667
11504,2279,1.07,129.725,88.0594833333333,58.1702416666667,34.8572583333333
11124,2279,0.692,81.5036,84.2568333333333,58.2445833333333,31.930925
11190,2279,0.756,90.4155,85.5866916666667,58.2731583333333,33.3573833333333
11086,2279,0.648,83.9488,82.2076833333333,58.3801666666667,32.1681166666667
11173,2279,0.739,86.7195,82.572975,58.4148666666667,32.700375
11161,2279,0.729,82.6427,83.4893333333333,58.4254083333333,32.1930333333333
11378,2279,0.94,99.1065,88.2253583333333,58.4436916666667,34.273025
11151,2279,0.717,86.8324,83.1648083333333,58.4442083333333,33.2398333333333
11165,2279,0.731,76.7443,79.0848333333333,58.4559833333333,31.770275
11109,2279,0.675,78.0761,80.5930916666667,58.457525,32.7001833333333
11045,2279,0.611,69.2128,78.9634416666667,58.4604666666667,32.210925
11182,2279,0.745,93.4323,84.6032583333333,58.4835,33.0682583333333
11334,2279,0.9,100.02,87.3521,58.483775,34.4222666666667
11258,2279,0.824,95.1138,84.5521083333333,58.50005,32.5592583333333
11145,2279,0.711,87.9693,85.2352666666667,58.5027166666667,32.1873666666667
11232,2279,0.796,98.6063,83.827925,58.5871583333333,32.6364666666667
11089,2279,0.654,76.2394,83.2811833333333,58.5877583333333,32.3819333333333
11136,2279,0.696,92.6956,82.2897833333333,58.6672833333333,32.5367416666667
11325,2279,0.893,103.539,86.9733833333333,58.74675,34.2200583333333
11240,2279,0.806,97.7285,85.3947666666667,58.7513583333333,33.18605
11247,2279,0.815,108.975,87.632975,58.76495,34.9083666666667
11243,2279,0.808,106.148,86.7992166666667,58.7937333333333,34.4047416666667
11219,2279,0.785,82.3298,84.0301083333333,58.7999583333333,33.9954833333333
11305,2279,0.873,108.83,86.3972333333333,58.8606166666667,33.7598333333333
11466,2279,1.034,117.991,90.130875,58.8626333333333,35.1888416666667
11097,2279,0.664,81.1873,85.3388833333333,58.9057583333333,33.430825
11149,2279,0.716,93.6966,82.8834416666667,58.914825,33.3238916666667
11345,2279,0.911,113.029,86.8228,58.9266583333333,35.4874166666667
11187,2279,0.753,90.7246,84.3467166666667,58.92795,33.7706083333333
11224,2279,0.794,95.5574,86.0376333333333,58.9376666666667,34.580925
11330,2279,0.896,113.228,87.0364333333333,58.960975,34.1351583333333
11050,2279,0.616,87.3917,83.4392583333333,58.966625,33.1964
11434,2279,1,127.84,88.9484916666667,58.97465,34.5407583333333
11193,2279,0.759,96.6341,84.3482666666667,58.991075,32.85595
11275,2279,0.841,109.033,86.9958083333333,59.0041,34.1957666666667
11004,2279,0.569,58.1102,80.2658666666667,59.0190833333333,31.6044166666667
11208,2279,0.777,94.1141,83.1087583333333,59.0326,34.1418583333333
11207,2279,0.776,98.7903,88.40935,59.0397833333333,33.94995
11128,2279,0.694,84.753,82.19415,59.0605083333333,33.38575
11178,2279,0.746,84.6146,83.5198916666667,59.0792,33.6795416666667
11453,2279,1.016,134.931,90.2606833333333,59.1120333333333,36.0003833333333
11411,2279,0.976,115.741,88.1539583333333,59.1378916666667,35.0771666666667
11223,2279,0.789,84.0119,84.9635,59.226,33.6445333333333
11393,2279,0.961,117.831,88.044,59.2453333333333,34.648975
11497,2279,1.06,135.964,89.6065666666667,59.2495916666667,36.7743333333333
11162,2279,0.73,88.4422,84.7632166666667,59.2543166666667,33.8247666666667
11198,2279,0.764,92.0274,85.0571583333333,59.2738,33.2702166666667
11390,2279,0.956,116.188,87.4295833333333,59.3155083333333,33.7269916666667
11278,2279,0.844,106.024,87.54795,59.3272916666667,35.7236416666667
11140,2279,0.706,89.1449,83.5430083333333,59.33195,32.8636416666667
11263,2279,0.829,109.8,86.3850333333333,59.3425166666667,33.971075
11125,2279,0.685,83.9392,81.7869416666667,59.3679083333333,32.0907583333333
11180,2279,0.748,85.6079,85.113575,59.3768833333333,32.9628416666667
11157,2279,0.724,93.8938,84.4819,59.3778583333333,33.8782916666667
11437,2279,1.003,129.459,89.7457416666667,59.3958416666667,36.052075
11289,2279,0.855,111.569,87.8215083333333,59.4005,33.4438
11233,2279,0.802,104.57,87.3023666666667,59.4728166666667,34.4851166666667
11280,2279,0.846,102.446,86.60765,59.475725,34.13455
11261,2279,0.827,98.0094,86.0288916666667,59.5581166666667,34.2271916666667
11203,2279,0.769,104.361,87.764175,59.629675,34.507675
11139,2279,0.705,83.7815,85.50065,59.6577666666667,33.047675
11200,2279,0.765,94.2948,83.6304,59.66335,32.8035583333333
11172,2279,0.738,87.689,86.1604666666667,59.6735666666667,33.7611333333333
11202,2279,0.768,91.8516,84.9446083333333,59.746925,34.0839416666667
11401,2279,0.966,117.439,89.1055583333333,59.8123,35.1740916666667
11230,2279,0.801,110.022,84.6483916666667,59.8256666666667,34.6231333333333
11235,2279,0.803,93.6183,83.835675,59.8425833333333,33.0738416666667
11137,2279,0.697,85.5891,82.6606416666667,59.84855,33.4197583333333
11220,2279,0.786,85.2759,85.7789083333333,59.8632166666667,32.7525833333333
11421,2279,0.988,118.749,88.876925,59.8645083333333,35.3710583333333
11286,2279,0.85,103.534,87.2929916666667,59.869025,34.5798416666667
11391,2279,0.957,117.434,88.6042916666667,59.8831333333333,35.8928083333333
11383,2279,0.948,118.284,89.4316833333334,59.954325,36.83625
11143,2279,0.709,84.1791,81.2646666666667,59.9919833333333,33.9291416666667
11440,2279,1.009,124.531,88.4178833333333,60.0238666666667,36.7299166666667
11106,2279,0.673,77.2413,81.116075,60.0560083333333,31.9138083333333
11118,2279,0.684,81.1552,82.7710916666667,60.0625583333333,32.8696666666667
11251,2279,0.817,96.5447,87.0673,60.0628583333333,34.367575
11255,2279,0.818,101.949,88.05815,60.0692,32.5709583333333
11132,2279,0.701,87.3928,82.9667166666667,60.075225,33.3532916666667
11215,2279,0.781,106.923,86.3812833333333,60.0785166666667,35.0375166666667
11409,2279,0.975,126.274,89.2634416666667,60.1197666666667,35.393375
