rho,source,destination,count
0.35,7,19,136
0.35,7,20,54
0.35,7,21,134
0.35,7,22,113
0.35,7,23,81
0.35,7,24,128
0.35,7,25,191
0.35,7,26,313
0.35,7,27,129
0.35,7,28,1308
0.35,7,29,178
0.35,7,30,1438
0.35,7,31,943
0.35,7,32,513
0.35,7,33,102
0.35,7,34,155
0.35,7,35,70
0.35,7,36,88
0.35,7,37,113
0.35,7,38,59
0.35,7,39,87
0.35,7,40,98
0.35,7,41,202
0.35,7,42,164
0.35,7,43,177
0.35,7,44,247
0.1,21,43,337
0.1,21,44,249
0.1,21,45,183
0.1,22,1,242
0.1,22,2,412
0.1,22,3,190
0.1,22,4,668
0.1,22,5,504
0.1,22,6,943
0.1,22,7,130
0.1,22,8,455
0.1,22,9,318
0.1,22,10,746
0.1,22,11,977
0.1,22,12,239
0.1,22,13,736
0.1,22,14,911
0.1,22,15,1266
0.1,22,16,238
0.1,22,17,525
0.1,22,18,176
0.1,22,19,385
0.1,22,20,169
0.1,22,21,1687
0.1,22,22,4028
0.1,22,23,293
0.1,22,24,627
0.1,22,25,1015
0.1,22,26,166
0.1,22,27,75
0.1,22,28,437
0.1,22,29,111
0.1,22,30,332
0.1,22,31,200
0.1,22,32,958
0.1,22,33,1360
0.1,22,34,2565
0.1,22,35,637
0.1,22,36,421
0.1,22,37,481
0.1,22,38,243
0.1,22,39,310
0.1,22,40,296
0.1,22,41,583
0.1,22,42,406
0.1,22,43,299
0.1,22,44,295
0.1,22,45,196
0.1,23,1,241
0.1,23,2,497
0.1,23,3,380
0.1,23,4,825
0.1,23,5,644
0.1,23,6,375
0.1,23,7,107
0.1,23,8,521
0.1,23,9,273
0.1,23,10,840
0.1,23,11,561
0.1,23,12,207
0.1,23,13,360
0.1,23,14,757
0.1,23,15,547
0.1,23,16,482
0.1,23,17,817
0.1,23,18,955
0.1,23,19,1354
0.1,23,20,591
0.1,23,21,454
0.1,23,22,234
0.1,23,23,4949
0.1,23,24,1021
0.1,23,25,3667
0.1,23,26,216
0.1,23,27,80
0.1,23,28,388
0.1,23,29,64
0.1,23,30,278
0.1,23,31,143
0.1,23,32,459
0.1,23,33,213
0.1,23,34,440
0.1,23,35,245
0.1,23,36,222
0.1,23,37,310
0.1,23,38,305
0.1,23,39,730
0.1,23,40,689
0.1,23,41,2980
0.1,23,42,2325
0.1,23,43,677
0.1,23,44,471
0.1,23,45,238
0.1,24,1,218
0.1,24,2,399
0.1,24,3,238
0.1,24,4,598
0.1,24,5,443
0.1,24,6,436
0.1,24,7,122
0.1,24,8,444
0.1,24,9,271
0.1,24,10,3980
0.1,24,11,1455
0.1,24,12,562
0.1,24,13,1312
0.1,24,14,788
0.1,24,15,1586
0.1,24,16,296
0.1,24,17,813
0.1,24,18,300
0.1,24,19,539
0.1,24,20,232
0.1,24,21,531
0.1,24,22,401
0.1,24,23,754
0.1,24,24,7280
0.1,24,25,4629
0.1,24,26,176
0.1,24,27,75
0.1,24,28,388
0.1,24,29,69
0.1,24,30,254
0.1,24,31,187
0.1,24,32,514
0.1,24,33,287
0.1,24,34,948
0.1,24,35,457
0.1,24,36,435
0.1,24,37,616
0.1,24,38,878
0.1,24,39,2153
0.1,24,40,1103
0.1,24,41,2020
0.1,24,42,776
0.1,24,43,409
0.1,24,44,343
0.1,24,45,240
0.1,25,1,428
0.1,25,2,776
0.1,25,3,551
0.1,25,4,1502
0.1,25,5,1077
0.1,25,6,814
0.1,25,7,200
0.1,25,8,896
0.1,25,9,498
0.1,25,10,2896
0.1,25,11,1624
0.1,25,12,631
0.1,25,13,1334
0.1,25,14,2373
0.1,25,15,2022
0.1,25,16,793
0.1,25,17,2734
0.1,25,18,760
0.1,25,19,1666
0.35,7,45,263
0.35,8,1,2059
0.35,8,2,4338
0.35,8,3,1257
0.35,8,4,1663
0.35,8,5,2033
0.35,8,6,1144
0.35,8,7,2214
0.35,8,8,51507
0.35,8,9,7034
0.35,8,10,923
0.35,8,11,1096
0.35,8,12,334
0.35,8,13,596
0.35,8,14,1523
0.35,8,15,689
0.35,8,16,440
0.35,8,17,639
0.35,8,18,443
0.35,8,19,1189
0.35,8,20,573
0.35,8,21,865
0.35,8,22,573
0.35,8,23,644
0.35,8,24,849
0.35,8,25,1695
0.35,8,26,7475
0.35,8,27,2061
0.35,8,28,13234
0.35,8,29,624
0.35,8,30,4088
0.35,8,31,1728
0.35,8,32,2314
0.35,8,33,568
0.35,8,34,958
0.35,8,35,492
0.35,8,36,542
0.35,8,37,625
0.35,8,38,379
0.35,8,39,800
0.35,8,40,690
0.35,8,41,1561
0.35,8,42,1512
0.35,8,43,1609
0.35,8,44,2907
0.35,8,45,4327
0.35,9,1,1734
0.35,9,2,1870
0.35,9,3,453
0.35,9,4,618
0.35,9,5,952
0.35,9,6,552
0.35,9,7,930
0.35,9,8,3544
0.35,9,9,6295
0.35,9,10,291
0.35,9,11,305
0.35,9,12,105
0.35,9,13,195
0.35,9,14,373
0.35,9,15,243
0.35,9,16,148
0.35,9,17,199
0.35,9,18,144
0.35,9,19,413
0.35,9,20,195
0.35,9,21,302
0.35,9,22,171
0.35,9,23,207
0.35,9,24,255
0.35,9,25,485
0.35,9,26,785
0.35,9,27,287
0.35,9,28,1705
0.35,9,29,175
0.35,9,30,1098
0.35,9,31,1252
0.35,9,32,1137
0.35,9,33,216
0.35,9,34,323
0.35,9,35,149
0.35,9,36,161
0.35,9,37,219
0.35,9,38,121
0.35,9,39,241
0.35,9,40,209
0.35,9,41,418
0.35,9,42,478
0.35,9,43,508
0.35,9,44,856
0.35,9,45,921
0.35,10,1,243
0.35,10,2,458
0.35,10,3,271
0.35,10,4,664
0.35,10,5,496
0.35,10,6,450
0.35,10,7,146
0.35,10,8,549
0.35,10,9,317
0.35,10,10,11499
0.35,10,11,3445
0.35,10,12,1799
0.35,10,13,1988
0.35,10,14,849
0.35,10,15,1420
0.35,10,16,273
0.35,10,17,721
0.35,10,18,287
0.35,10,19,549
0.35,10,20,261
0.35,10,21,619
0.35,10,22,533
0.35,10,23,634
0.35,10,24,4359
0.35,10,25,3001
0.35,10,26,236
0.35,10,27,112
0.35,10,28,530
0.35,10,29,106
0.35,10,30,373
0.35,10,31,169
0.35,10,32,622
0.35,10,33,379
0.35,10,34,1376
0.35,10,35,774
0.35,10,36,751
0.35,10,37,1145
0.35,10,38,1987
0.35,10,39,2280
0.35,10,40,1176
0.35,10,41,1777
0.35,10,42,805
0.35,10,43,450
0.35,10,44,397
0.35,10,45,251
0.35,11,1,220
0.35,11,2,335
0.35,11,3,225
0.35,11,4,483
0.35,11,5,453
0.35,11,6,418
0.35,11,7,127
0.35,11,8,494
0.35,11,9,280
0.35,11,10,2636
0.35,11,11,11563
0.35,11,12,1665
0.35,11,13,1967
0.35,11,14,632
0.35,11,15,1073
0.35,11,16,166
0.35,11,17,457
0.35,11,18,178
0.35,11,19,381
0.35,11,20,173
0.35,11,21,544
0.1,25,20,628
0.1,25,21,1168
0.1,25,22,649
0.1,25,23,2618
0.1,25,24,4710
0.1,25,25,19351
0.1,25,26,339
0.1,25,27,147
0.1,25,28,685
0.1,25,29,108
0.1,25,30,507
0.1,25,31,266
0.1,25,32,1018
0.1,25,33,451
0.1,25,34,1278
0.1,25,35,529
0.1,25,36,571
0.1,25,37,795
0.1,25,38,851
0.1,25,39,1984
0.1,25,40,1532
0.1,25,41,4237
0.1,25,42,2087
0.1,25,43,936
0.1,25,44,721
0.1,25,45,363
0.1,26,1,613
0.1,26,2,1188
0.1,26,3,348
0.1,26,4,446
0.1,26,5,588
0.1,26,6,387
0.1,26,7,432
0.1,26,8,6167
0.1,26,9,1208
0.1,26,10,343
0.1,26,11,367
0.1,26,12,136
0.1,26,13,159
0.1,26,14,297
0.1,26,15,234
0.1,26,16,134
0.1,26,17,213
0.1,26,18,176
0.1,26,19,356
0.1,26,20,172
0.1,26,21,247
0.1,26,22,196
0.1,26,23,205
0.1,26,24,304
0.1,26,25,517
0.1,26,26,9808
0.1,26,27,1622
0.1,26,28,4082
0.1,26,29,196
0.1,26,30,1020
0.1,26,31,391
0.1,26,32,633
0.1,26,33,217
0.1,26,34,334
0.1,26,35,174
0.1,26,36,200
0.1,26,37,304
0.1,26,38,158
0.1,26,39,249
0.1,26,40,310
0.1,26,41,553
0.1,26,42,483
0.1,26,43,617
0.1,26,44,1136
0.1,26,45,1537
0.1,27,1,190
0.1,27,2,365
0.1,27,3,143
0.1,27,4,159
0.1,27,5,201
0.1,27,6,148
0.1,27,7,162
0.1,27,8,1428
0.1,27,9,375
0.1,27,10,158
0.1,27,11,137
0.1,27,12,49
0.1,27,13,77
0.1,27,14,105
0.1,27,15,100
0.1,27,16,41
0.1,27,17,62
0.1,27,18,53
0.1,27,19,138
0.1,27,20,60
0.1,27,21,82
0.1,27,22,68
0.1,27,23,74
0.1,27,24,123
0.1,27,25,194
0.1,27,26,1469
0.1,27,27,3654
0.1,27,28,3042
0.1,27,29,87
0.1,27,30,460
0.1,27,31,161
0.1,27,32,248
0.1,27,33,80
0.1,27,34,122
0.1,27,35,82
0.1,27,36,87
0.1,27,37,115
0.1,27,38,63
0.1,27,39,111
0.1,27,40,108
0.1,27,41,229
0.1,27,42,186
0.1,27,43,176
0.1,27,44,343
0.1,27,45,331
0.1,28,1,1029
0.1,28,2,1628
0.1,28,3,628
0.1,28,4,795
0.1,28,5,997
0.1,28,6,721
0.1,28,7,1436
0.1,28,8,9320
0.1,28,9,2307
0.1,28,10,618
0.1,28,11,712
0.1,28,12,235
0.1,28,13,360
0.1,28,14,645
0.1,28,15,463
0.1,28,16,212
0.1,28,17,373
0.1,28,18,270
0.1,28,19,590
0.1,28,20,297
0.1,28,21,485
0.1,28,22,390
0.1,28,23,391
0.1,28,24,523
0.1,28,25,902
0.1,28,26,3830
0.1,28,27,3266
0.1,28,28,28234
0.1,28,29,717
0.1,28,30,4460
0.1,28,31,1012
0.1,28,32,1479
0.1,28,33,395
0.1,28,34,616
0.1,28,35,345
0.1,28,36,399
0.1,28,37,535
0.1,28,38,286
0.1,28,39,428
0.1,28,40,471
0.1,28,41,902
0.35,11,22,516
0.35,11,23,354
0.35,11,24,1218
0.35,11,25,1340
0.35,11,26,217
0.35,11,27,92
0.35,11,28,498
0.35,11,29,95
0.35,11,30,298
0.35,11,31,167
0.35,11,32,554
0.35,11,33,395
0.35,11,34,2069
0.35,11,35,1824
0.35,11,36,1879
0.35,11,37,2311
0.35,11,38,854
0.35,11,39,857
0.35,11,40,582
0.35,11,41,906
0.35,11,42,513
0.35,11,43,341
0.35,11,44,332
0.35,11,45,214
0.35,12,1,74
0.35,12,2,96
0.35,12,3,47
0.35,12,4,149
0.35,12,5,126
0.35,12,6,122
0.35,12,7,42
0.35,12,8,151
0.35,12,9,92
0.35,12,10,1267
0.35,12,11,1626
0.35,12,12,2095
0.35,12,13,264
0.35,12,14,139
0.35,12,15,256
0.35,12,16,49
0.35,12,17,145
0.35,12,18,67
0.35,12,19,106
0.35,12,20,50
0.35,12,21,124
0.35,12,22,124
0.35,12,23,129
0.35,12,24,479
0.35,12,25,412
0.35,12,26,85
0.35,12,27,40
0.35,12,28,128
0.35,12,29,24
0.35,12,30,85
0.35,12,31,48
0.35,12,32,158
0.35,12,33,112
0.35,12,34,326
0.35,12,35,271
0.35,12,36,336
0.35,12,37,848
0.35,12,38,820
0.35,12,39,428
0.35,12,40,312
0.35,12,41,384
0.35,12,42,155
0.35,12,43,104
0.35,12,44,113
0.35,12,45,67
0.35,13,1,181
0.35,13,2,377
0.35,13,3,204
0.35,13,4,663
0.35,13,5,466
0.35,13,6,491
0.35,13,7,118
0.35,13,8,512
0.35,13,9,322
0.35,13,10,2702
0.35,13,11,3206
0.35,13,12,583
0.35,13,13,8411
0.35,13,14,1239
0.35,13,15,3353
0.35,13,16,288
0.35,13,17,737
0.35,13,18,186
0.35,13,19,461
0.35,13,20,219
0.35,13,21,740
0.35,13,22,718
0.35,13,23,398
0.35,13,24,2080
0.35,13,25,1996
0.35,13,26,169
0.35,13,27,85
0.35,13,28,427
0.35,13,29,62
0.35,13,30,322
0.35,13,31,141
0.35,13,32,594
0.35,13,33,402
0.35,13,34,3108
0.35,13,35,982
0.35,13,36,675
0.35,13,37,622
0.35,13,38,474
0.35,13,39,692
0.35,13,40,470
0.35,13,41,902
0.35,13,42,549
0.35,13,43,351
0.35,13,44,272
0.35,13,45,168
0.35,14,1,2472
0.35,14,2,5464
0.35,14,3,3248
0.35,14,4,22777
0.35,14,5,9608
0.35,14,6,7424
0.35,14,7,1154
0.35,14,8,6613
0.35,14,9,3685
0.35,14,10,8045
0.35,14,11,6864
0.35,14,12,1405
0.35,14,13,8810
0.35,14,14,46736
0.35,14,15,10388
0.35,14,16,14788
0.35,14,17,24013
0.35,14,18,2122
0.35,14,19,9885
0.35,14,20,4475
0.35,14,21,19843
0.35,14,22,4883
0.35,14,23,4885
0.35,14,24,7328
0.35,14,25,22393
0.35,14,26,1645
0.35,14,27,778
0.35,14,28,4409
0.35,14,29,838
0.35,14,30,3191
0.35,14,31,1666
0.35,14,32,8917
0.35,14,33,2910
0.35,14,34,8979
0.35,14,35,2681
0.35,14,36,2542
0.35,14,37,2095
0.35,14,38,1685
0.35,14,39,4361
0.35,14,40,2855
0.35,14,41,8552
0.35,14,42,9861
0.35,14,43,5176
0.1,28,42,826
0.1,28,43,858
0.1,28,44,1256
0.1,28,45,1349
0.1,29,1,167
0.1,29,2,208
0.1,29,3,99
0.1,29,4,116
0.1,29,5,170
0.1,29,6,158
0.1,29,7,214
0.1,29,8,462
0.1,29,9,261
0.1,29,10,126
0.1,29,11,147
0.1,29,12,62
0.1,29,13,64
0.1,29,14,101
0.1,29,15,81
0.1,29,16,38
0.1,29,17,56
0.1,29,18,47
0.1,29,19,105
0.1,29,20,30
0.1,29,21,99
0.1,29,22,74
0.1,29,23,61
0.1,29,24,99
0.1,29,25,147
0.1,29,26,188
0.1,29,27,87
0.1,29,28,738
0.1,29,29,1430
0.1,29,30,1352
0.1,29,31,228
0.1,29,32,329
0.1,29,33,88
0.1,29,34,145
0.1,29,35,84
0.1,29,36,67
0.1,29,37,106
0.1,29,38,68
0.1,29,39,75
0.1,29,40,75
0.1,29,41,156
0.1,29,42,113
0.1,29,43,113
0.1,29,44,136
0.1,29,45,101
0.1,30,1,613
0.1,30,2,780
0.1,30,3,269
0.1,30,4,459
0.1,30,5,583
0.1,30,6,483
0.1,30,7,1329
0.1,30,8,2268
0.1,30,9,1225
0.1,30,10,348
0.1,30,11,397
0.1,30,12,119
0.1,30,13,204
0.1,30,14,334
0.1,30,15,245
0.1,30,16,112
0.1,30,17,199
0.1,30,18,128
0.1,30,19,317
0.1,30,20,155
0.1,30,21,298
0.1,30,22,251
0.1,30,23,195
0.1,30,24,275
0.1,30,25,481
0.1,30,26,721
0.1,30,27,386
0.1,30,28,3858
0.1,30,29,1167
0.1,30,30,8927
0.1,30,31,940
0.1,30,32,1094
0.1,30,33,278
0.1,30,34,436
0.1,30,35,195
0.1,30,36,207
0.1,30,37,268
0.1,30,38,155
0.1,30,39,210
0.1,30,40,220
0.1,30,41,422
0.1,30,42,355
0.1,30,43,383
0.1,30,44,525
0.1,30,45,475
0.1,31,1,859
0.1,31,2,750
0.1,31,3,263
0.1,31,4,442
0.1,31,5,649
0.1,31,6,454
0.1,31,7,1180
0.1,31,8,1282
0.1,31,9,1654
0.1,31,10,218
0.1,31,11,269
0.1,31,12,83
0.1,31,13,111
0.1,31,14,239
0.1,31,15,161
0.1,31,16,111
0.1,31,17,148
0.1,31,18,87
0.1,31,19,261
0.1,31,20,134
0.1,31,21,257
0.1,31,22,163
0.1,31,23,132
0.1,31,24,206
0.1,31,25,337
0.1,31,26,374
0.1,31,27,152
0.1,31,28,1040
0.1,31,29,206
0.1,31,30,1309
0.1,31,31,3204
0.1,31,32,1440
0.1,31,33,188
0.1,31,34,261
0.1,31,35,137
0.1,31,36,127
0.1,31,37,163
0.1,31,38,77
0.1,31,39,164
0.1,31,40,142
0.1,31,41,341
0.1,31,42,282
0.1,31,43,319
0.1,31,44,446
0.1,31,45,365
0.1,32,1,921
0.1,32,2,804
0.1,32,3,361
0.1,32,4,1037
0.1,32,5,1147
0.1,32,6,1815
0.1,32,7,367
0.1,32,8,925
0.1,32,9,890
0.1,32,10,409
0.1,32,11,511
0.1,32,12,109
0.1,32,13,284
0.1,32,14,652
0.1,32,15,370
0.1,32,16,205
0.1,32,17,331
0.1,32,18,148
0.35,14,44,3818
0.35,14,45,2024
0.35,15,1,232
0.35,15,2,407
0.35,15,3,278
0.35,15,4,734
0.35,15,5,518
0.35,15,6,665
0.35,15,7,138
0.35,15,8,434
0.35,15,9,296
0.35,15,10,1610
0.35,15,11,1570
0.35,15,12,427
0.35,15,13,2463
0.35,15,14,1432
0.35,15,15,5581
0.35,15,16,333
0.35,15,17,1357
0.35,15,18,203
0.35,15,19,562
0.35,15,20,235
0.35,15,21,1375
0.35,15,22,1061
0.35,15,23,471
0.35,15,24,1814
0.35,15,25,2296
0.35,15,26,178
0.35,15,27,77
0.35,15,28,455
0.35,15,29,96
0.35,15,30,328
0.35,15,31,166
0.35,15,32,688
0.35,15,33,506
0.35,15,34,2343
0.35,15,35,643
0.35,15,36,462
0.35,15,37,483
0.35,15,38,364
0.35,15,39,586
0.35,15,40,474
0.35,15,41,900
0.35,15,42,630
0.35,15,43,399
0.35,15,44,343
0.35,15,45,223
0.35,16,1,150
0.35,16,2,288
0.35,16,3,189
0.35,16,4,1291
0.35,16,5,504
0.35,16,6,315
0.35,16,7,75
0.35,16,8,230
0.35,16,9,152
0.35,16,10,269
0.35,16,11,239
0.35,16,12,69
0.35,16,13,183
0.35,16,14,1343
0.35,16,15,264
0.35,16,16,1168
0.35,16,17,665
0.35,16,18,134
0.35,16,19,924
0.35,16,20,219
0.35,16,21,418
0.35,16,22,140
0.35,16,23,324
0.35,16,24,263
0.35,16,25,834
0.35,16,26,94
0.35,16,27,34
0.35,16,28,174
0.35,16,29,24
0.35,16,30,124
0.35,16,31,96
0.35,16,32,362
0.35,16,33,125
0.35,16,34,242
0.35,16,35,87
0.35,16,36,89
0.35,16,37,100
0.35,16,38,98
0.35,16,39,168
0.35,16,40,157
0.35,16,41,463
0.35,16,42,552
0.35,16,43,292
0.35,16,44,194
0.35,16,45,106
0.35,17,1,217
0.35,17,2,374
0.35,17,3,248
0.35,17,4,920
0.35,17,5,491
0.35,17,6,480
0.35,17,7,89
0.35,17,8,356
0.35,17,9,240
0.35,17,10,782
0.35,17,11,613
0.35,17,12,193
0.35,17,13,549
0.35,17,14,2571
0.35,17,15,1160
0.35,17,16,694
0.35,17,17,3381
0.35,17,18,229
0.35,17,19,815
0.35,17,20,245
0.35,17,21,809
0.35,17,22,352
0.35,17,23,627
0.35,17,24,916
0.35,17,25,3000
0.35,17,26,157
0.35,17,27,60
0.35,17,28,279
0.35,17,29,45
0.35,17,30,192
0.35,17,31,122
0.35,17,32,502
0.35,17,33,233
0.35,17,34,594
0.35,17,35,243
0.35,17,36,242
0.35,17,37,266
0.35,17,38,210
0.35,17,39,415
0.35,17,40,320
0.35,17,41,894
0.35,17,42,699
0.35,17,43,369
0.35,17,44,285
0.35,17,45,189
0.35,18,1,112
0.35,18,2,267
0.35,18,3,233
0.35,18,4,323
0.35,18,5,300
0.35,18,6,172
0.35,18,7,52
0.35,18,8,280
0.35,18,9,159
0.35,18,10,318
0.35,18,11,243
0.35,18,12,93
0.35,18,13,128
0.35,18,14,240
0.35,18,15,186
0.35,18,16,154
0.35,18,17,220
0.35,18,18,2166
0.35,18,19,492
0.35,18,20,386
0.1,32,19,415
0.1,32,20,172
0.1,32,21,669
0.1,32,22,413
0.1,32,23,208
0.1,32,24,332
0.1,32,25,662
0.1,32,26,307
0.1,32,27,144
0.1,32,28,799
0.1,32,29,195
0.1,32,30,820
0.1,32,31,883
0.1,32,32,6679
0.1,32,33,773
0.1,32,34,595
0.1,32,35,261
0.1,32,36,255
0.1,32,37,257
0.1,32,38,149
0.1,32,39,270
0.1,32,40,201
0.1,32,41,510
0.1,32,42,481
0.1,32,43,380
0.1,32,44,401
0.1,32,45,324
0.1,33,1,269
0.1,33,2,371
0.1,33,3,180
0.1,33,4,460
0.1,33,5,402
0.1,33,6,917
0.1,33,7,137
0.1,33,8,431
0.1,33,9,298
0.1,33,10,475
0.1,33,11,711
0.1,33,12,183
0.1,33,13,381
0.1,33,14,448
0.1,33,15,569
0.1,33,16,131
0.1,33,17,278
0.1,33,18,128
0.1,33,19,314
0.1,33,20,102
0.1,33,21,681
0.1,33,22,1294
0.1,33,23,195
0.1,33,24,375
0.1,33,25,601
0.1,33,26,191
0.1,33,27,71
0.1,33,28,402
0.1,33,29,99
0.1,33,30,355
0.1,33,31,202
0.1,33,32,1185
0.1,33,33,3250
0.1,33,34,1501
0.1,33,35,541
0.1,33,36,401
0.1,33,37,366
0.1,33,38,198
0.1,33,39,243
0.1,33,40,204
0.1,33,41,417
0.1,33,42,313
0.1,33,43,239
0.1,33,44,243
0.1,33,45,170
0.1,34,1,471
0.1,34,2,712
0.1,34,3,415
0.1,34,4,1138
0.1,34,5,952
0.1,34,6,1213
0.1,34,7,274
0.1,34,8,935
0.1,34,9,629
0.1,34,10,2270
0.1,34,11,4276
0.1,34,12,782
0.1,34,13,3740
0.1,34,14,1594
0.1,34,15,3015
0.1,34,16,448
0.1,34,17,1007
0.1,34,18,323
0.1,34,19,803
0.1,34,20,332
0.1,34,21,1602
0.1,34,22,3064
0.1,34,23,585
0.1,34,24,1688
0.1,34,25,2328
0.1,34,26,387
0.1,34,27,159
0.1,34,28,919
0.1,34,29,198
0.1,34,30,707
0.1,34,31,336
0.1,34,32,1500
0.1,34,33,1794
0.1,34,34,14696
0.1,34,35,3451
0.1,34,36,1598
0.1,34,37,1324
0.1,34,38,695
0.1,34,39,931
0.1,34,40,757
0.1,34,41,1338
0.1,34,42,888
0.1,34,43,627
0.1,34,44,587
0.1,34,45,370
0.1,35,1,227
0.1,35,2,371
0.1,35,3,192
0.1,35,4,426
0.1,35,5,371
0.1,35,6,476
0.1,35,7,134
0.1,35,8,433
0.1,35,9,274
0.1,35,10,1261
0.1,35,11,3514
0.1,35,12,581
0.1,35,13,1029
0.1,35,14,503
0.1,35,15,876
0.1,35,16,157
0.1,35,17,349
0.1,35,18,161
0.1,35,19,331
0.1,35,20,124
0.1,35,21,516
0.1,35,22,724
0.1,35,23,260
0.1,35,24,764
0.1,35,25,1005
0.1,35,26,199
0.1,35,27,93
0.1,35,28,458
0.1,35,29,101
0.1,35,30,326
0.1,35,31,207
0.1,35,32,670
0.1,35,33,541
0.1,35,34,3289
0.1,35,35,6730
0.1,35,36,2248
0.1,35,37,1252
0.1,35,38,479
0.1,35,39,536
0.1,35,40,456
0.35,18,21,182
0.35,18,22,105
0.35,18,23,812
0.35,18,24,323
0.35,18,25,797
0.35,18,26,132
0.35,18,27,51
0.35,18,28,248
0.35,18,29,36
0.35,18,30,156
0.35,18,31,76
0.35,18,32,218
0.35,18,33,97
0.35,18,34,180
0.35,18,35,97
0.35,18,36,108
0.35,18,37,162
0.35,18,38,145
0.35,18,39,285
0.35,18,40,407
0.35,18,41,1789
0.35,18,42,2339
0.35,18,43,631
0.35,18,44,311
0.35,18,45,182
0.35,19,1,407
0.35,19,2,910
0.35,19,3,982
0.35,19,4,2246
0.35,19,5,1765
0.35,19,6,561
0.35,19,7,163
0.35,19,8,651
0.35,19,9,463
0.35,19,10,579
0.35,19,11,502
0.35,19,12,160
0.35,19,13,311
0.35,19,14,1150
0.35,19,15,518
0.35,19,16,1007
0.35,19,17,971
0.35,19,18,522
0.35,19,19,5290
0.35,19,20,1479
0.35,19,21,619
0.35,19,22,251
0.35,19,23,1001
0.35,19,24,644
0.35,19,25,1924
0.35,19,26,249
0.35,19,27,114
0.35,19,28,506
0.35,19,29,72
0.35,19,30,351
0.35,19,31,239
0.35,19,32,708
0.35,19,33,226
0.35,19,34,459
0.35,19,35,207
0.35,19,36,217
0.35,19,37,255
0.35,19,38,235
0.35,19,39,436
0.35,19,40,395
0.35,19,41,1332
0.35,19,42,2413
0.35,19,43,1474
0.35,19,44,707
0.35,19,45,360
0.35,20,1,204
0.35,20,2,448
0.35,20,3,508
0.35,20,4,659
0.35,20,5,662
0.35,20,6,227
0.35,20,7,80
0.35,20,8,357
0.35,20,9,217
0.35,20,10,278
0.35,20,11,268
0.35,20,12,90
0.35,20,13,153
0.35,20,14,465
0.35,20,15,255
0.35,20,16,261
0.35,20,17,312
0.35,20,18,414
0.35,20,19,1636
0.35,20,20,2551
0.35,20,21,235
0.35,20,22,146
0.35,20,23,549
0.35,20,24,290
0.35,20,25,798
0.35,20,26,145
0.35,20,27,50
0.35,20,28,263
0.35,20,29,31
0.35,20,30,195
0.35,20,31,114
0.35,20,32,366
0.35,20,33,113
0.35,20,34,200
0.35,20,35,122
0.35,20,36,97
0.35,20,37,137
0.35,20,38,109
0.35,20,39,271
0.35,20,40,228
0.35,20,41,785
0.35,20,42,2429
0.35,20,43,1280
0.35,20,44,443
0.35,20,45,202
0.35,21,1,284
0.35,21,2,381
0.35,21,3,209
0.35,21,4,1163
0.35,21,5,626
0.35,21,6,1243
0.35,21,7,105
0.35,21,8,424
0.35,21,9,293
0.35,21,10,605
0.35,21,11,588
0.35,21,12,163
0.35,21,13,487
0.35,21,14,2135
0.35,21,15,1038
0.35,21,16,381
0.35,21,17,765
0.35,21,18,143
0.35,21,19,541
0.35,21,20,191
0.35,21,21,3393
0.35,21,22,1062
0.35,21,23,315
0.35,21,24,608
0.35,21,25,1032
0.35,21,26,142
0.35,21,27,78
0.35,21,28,400
0.35,21,29,75
0.35,21,30,288
0.35,21,31,176
0.35,21,32,956
0.35,21,33,507
0.35,21,34,949
0.35,21,35,263
0.35,21,36,253
0.35,21,37,268
0.35,21,38,188
0.35,21,39,291
0.35,21,40,232
0.35,21,41,545
0.35,21,42,487
0.1,35,41,690
0.1,35,42,422
0.1,35,43,286
0.1,35,44,290
0.1,35,45,200
0.1,36,1,92
0.1,36,2,148
0.1,36,3,87
0.1,36,4,182
0.1,36,5,140
0.1,36,6,160
0.1,36,7,47
0.1,36,8,210
0.1,36,9,108
0.1,36,10,516
0.1,36,11,1631
0.1,36,12,338
0.1,36,13,335
0.1,36,14,196
0.1,36,15,284
0.1,36,16,52
0.1,36,17,130
0.1,36,18,69
0.1,36,19,134
0.1,36,20,52
0.1,36,21,189
0.1,36,22,149
0.1,36,23,103
0.1,36,24,305
0.1,36,25,392
0.1,36,26,93
0.1,36,27,51
0.1,36,28,228
0.1,36,29,45
0.1,36,30,152
0.1,36,31,70
0.1,36,32,232
0.1,36,33,170
0.1,36,34,617
0.1,36,35,1256
0.1,36,36,4247
0.1,36,37,1107
0.1,36,38,224
0.1,36,39,258
0.1,36,40,206
0.1,36,41,338
0.1,36,42,166
0.1,36,43,113
0.1,36,44,108
0.1,36,45,95
0.1,37,1,252
0.1,37,2,426
0.1,37,3,225
0.1,37,4,426
0.1,37,5,394
0.1,37,6,435
0.1,37,7,135
0.1,37,8,572
0.1,37,9,346
0.1,37,10,1659
0.1,37,11,4624
0.1,37,12,1507
0.1,37,13,630
0.1,37,14,419
0.1,37,15,613
0.1,37,16,185
0.1,37,17,360
0.1,37,18,218
0.1,37,19,378
0.1,37,20,175
0.1,37,21,449
0.1,37,22,459
0.1,37,23,333
0.1,37,24,958
0.1,37,25,1095
0.1,37,26,321
0.1,37,27,115
0.1,37,28,634
0.1,37,29,125
0.1,37,30,391
0.1,37,31,194
0.1,37,32,571
0.1,37,33,377
0.1,37,34,1073
0.1,37,35,1214
0.1,37,36,2780
0.1,37,37,17260
0.1,37,38,1174
