rho,source,destination,count
1.3,31,15,236
1.3,31,16,140
1.3,31,17,166
1.3,31,18,110
1.3,31,19,303
1.3,31,20,131
1.3,31,21,308
1.3,31,22,230
1.3,31,23,184
1.3,31,24,262
1.3,31,25,468
1.3,31,26,433
1.3,31,27,185
1.3,31,28,1248
1.3,31,29,253
1.3,31,30,1273
1.3,31,31,1712
1.3,31,32,1385
1.3,31,33,261
1.3,31,34,333
1.3,31,35,181
1.3,31,36,157
1.3,31,37,219
1.3,31,38,147
1.3,31,39,210
1.3,31,40,219
1.3,31,41,394
1.3,31,42,377
1.3,31,43,353
1.3,31,44,502
1.3,31,45,436
1.3,32,1,829
1.3,32,2,929
1.3,32,3,387
1.3,32,4,1101
1.3,32,5,1175
1.3,32,6,1677
1.3,32,7,409
1.3,32,8,1114
1.3,32,9,927
1.3,32,10,501
1.3,32,11,622
1.3,32,12,199
1.3,32,13,317
1.3,32,14,771
1.3,32,15,464
1.3,32,16,288
1.3,32,17,364
1.3,32,18,181
1.3,32,19,533
1.3,32,20,225
1.3,32,21,766
1.3,32,22,544
1.3,32,23,279
1.3,32,24,433
1.3,32,25,831
1.3,32,26,386
1.3,32,27,171
1.3,32,28,977
1.3,32,29,220
1.3,32,30,972
1.3,32,31,753
1.3,32,32,4103
1.3,32,33,723
1.3,32,34,726
1.3,32,35,321
1.3,32,36,273
1.3,32,37,339
1.3,32,38,195
1.3,32,39,337
1.3,32,40,339
1.3,32,41,639
1.3,32,42,584
1.3,32,43,473
1.3,32,44,580
1.3,32,45,428
1.3,33,1,281
1.3,33,2,379
1.3,33,3,195
1.3,33,4,499
1.3,33,5,425
1.3,33,6,867
1.3,33,7,167
1.3,33,8,512
1.3,33,9,370
1.3,33,10,512
1.3,33,11,784
1.3,33,12,204
1.3,33,13,411
1.3,33,14,520
1.3,33,15,572
1.3,33,16,155
1.3,33,17,367
1.3,33,18,142
1.3,33,19,328
1.3,33,20,149
1.3,33,21,737
1.3,33,22,1103
1.3,33,23,228
1.3,33,24,443
1.3,33,25,694
1.3,33,26,221
1.3,33,27,84
1.3,33,28,501
1.3,33,29,120
1.3,33,30,441
1.3,33,31,237
1.3,33,32,1215
1.3,33,33,1712
1.3,33,34,1434
1.3,33,35,559
1.3,33,36,386
1.3,33,37,401
1.3,33,38,246
1.3,33,39,300
1.3,33,40,312
1.3,33,41,506
1.3,33,42,354
1.3,33,43,300
1.3,33,44,303
1.3,33,45,218
1.3,34,1,591
1.3,34,2,963
1.3,34,3,505
1.3,34,4,1321
1.3,34,5,1062
1.3,34,6,1396
1.3,34,7,323
1.3,34,8,1204
1.3,34,9,775
1.3,34,10,2703
1.3,34,11,4427
1.3,34,12,941
1.3,34,13,3287
1.3,34,14,1759
1.3,34,15,3028
1.3,34,16,519
1.3,34,17,1184
1.3,34,18,405
1.3,34,19,923
1.3,34,20,395
1.3,34,21,1775
1.3,34,22,2705
1.3,34,23,763
1.3,34,24,1900
1.3,34,25,2584
1.3,34,26,479
1.3,34,27,217
1.3,34,28,1114
1.3,34,29,231
1.3,34,30,872
1.3,34,31,471
1.3,34,32,1792
1.3,34,33,1795
1.3,34,34,8814
1.3,34,35,3240
1.3,34,36,1845
1.3,34,37,1643
1.3,34,38,883
1.3,34,39,1146
1.3,34,40,961
1.3,34,41,1772
1.3,34,42,1155
1.3,34,43,741
1.3,34,44,777
1.3,34,45,499
1.3,35,1,277
1.3,35,2,441
1.3,35,3,236
1.3,35,4,505
1.3,35,5,436
1.3,35,6,558
1.3,35,7,140
1.3,35,8,575
1.3,35,9,331
1.3,35,10,1404
1.3,35,11,3387
1.3,35,12,680
1.3,35,13,1159
1.3,35,14,590
1.3,35,15,922
1.3,35,16,198
1.3,35,17,435
1.3,35,18,180
1.3,35,19,408
1.3,35,20,163
1.3,35,21,594
1.3,35,22,779
1.3,35,23,364
1.3,35,24,861
1.3,35,25,1143
1.3,35,26,250
1.3,35,27,119
1.3,35,28,622
1.3,35,29,136
1.3,35,30,427
1.3,35,31,195
1.3,35,32,713
1.3,35,33,676
1.3,35,34,2877
1.3,35,35,3907
1.3,35,36,2132
1.3,35,37,1410
1.3,35,38,538
1.3,35,39,653
1.3,35,40,539
1.3,35,41,866
1.3,35,42,516
1.3,35,43,383
1.3,35,44,427
1.3,35,45,254
1.3,36,1,123
1.3,36,2,198
1.3,36,3,110
1.3,36,4,222
1.3,36,5,205
1.3,36,6,217
1.3,36,7,59
1.3,36,8,259
1.3,36,9,158
1.3,36,10,639
1.3,36,11,1652
1.3,36,12,373
1.3,36,13,415
1.3,36,14,251
1.3,36,15,368
1.3,36,16,80
1.3,36,17,170
1.3,36,18,79
1.3,36,19,165
1.3,36,20,79
1.3,36,21,224
1.3,36,22,234
1.3,36,23,143
1.3,36,24,394
1.3,36,25,519
1.3,36,26,111
1.3,36,27,55
1.3,36,28,274
1.3,36,29,57
1.3,36,30,173
1.3,36,31,94
1.3,36,32,295
1.3,36,33,216
1.3,36,34,729
1.3,36,35,1117
1.3,36,36,2482
1.3,36,37,1190
1.3,36,38,283
1.3,36,39,302
1.3,36,40,236
1.3,36,41,430
1.3,36,42,227
1.3,36,43,155
1.3,36,44,188
1.3,36,45,98
1.3,37,1,388
1.3,37,2,510
1.3,37,3,329
1.3,37,4,502
1.3,37,5,521
1.3,37,6,541
1.3,37,7,211
1.3,37,8,799
1.3,37,9,389
1.3,37,10,1957
1.3,37,11,4769
1.3,37,12,1618
1.3,37,13,748
1.3,37,14,499
1.3,37,15,726
1.3,37,16,210
1.3,37,17,417
1.3,37,18,262
1.3,37,19,469
1.3,37,20,198
1.3,37,21,572
1.3,37,22,541
1.3,37,23,415
1.3,37,24,1128
1.3,37,25,1460
1.3,37,26,370
1.3,37,27,151
1.3,37,28,801
1.3,37,29,147
1.3,37,30,541
1.3,37,31,250
1.3,37,32,730
1.3,37,33,466
1.3,37,34,1339
1.3,37,35,1416
1.3,37,36,2817
1.3,37,37,11722
1.3,37,38,1315
1.3,37,39,1227
1.3,37,40,1075
1.3,37,41,1375
1.3,37,42,664
1.3,37,43,481
1.3,37,44,541
1.3,37,45,341
1.3,38,1,145
1.3,38,2,244
1.3,38,3,164
1.3,38,4,277
1.3,38,5,257
1.3,38,6,216
1.3,38,7,81
1.3,38,8,288
1.3,38,9,172
1.3,38,10,1816
1.3,38,11,1293
1.3,38,12,1007
1.3,38,13,378
1.3,38,14,252
1.3,38,15,404
1.3,38,16,106
1.3,38,17,258
1.3,38,18,145
1.3,38,19,249
1.3,38,20,100
1.3,38,21,210
1.3,38,22,213
1.3,38,23,268
1.3,38,24,1029
1.3,38,25,978
1.3,38,26,153
1.3,38,27,60
1.3,38,28,312
1.3,38,29,48
1.3,38,30,189
1.3,38,31,104
1.3,38,32,296
1.3,38,33,170
1.3,38,34,468
1.3,38,35,352
1.3,38,36,454
1.3,38,37,979
1.3,38,38,2679
1.3,38,39,1499
1.3,38,40,903
1.3,38,41,910
1.3,38,42,401
1.3,38,43,265
1.3,38,44,215
1.3,38,45,149
1.3,39,1,201
1.3,39,2,403
1.3,39,3,230
1.3,39,4,452
1.3,39,5,385
1.3,39,6,325
1.3,39,7,102
1.3,39,8,474
1.3,39,9,265
1.3,39,10,2172
1.3,39,11,1161
1.3,39,12,595
1.3,39,13,504
1.3,39,14,534
1.3,39,15,580
1.3,39,16,204
1.3,39,17,445
1.3,39,18,333
1.3,39,19,479
1.3,39,20,233
1.3,39,21,337
1.3,39,22,282
1.3,39,23,580
1.3,39,24,1901
1.3,39,25,2072
1.3,39,26,219
1.3,39,27,88
1.3,39,28,405
1.3,39,29,64
1.3,39,30,259
1.3,39,31,162
1.3,39,32,401
1.3,39,33,212
1.3,39,34,569
1.3,39,35,379
1.3,39,36,402
1.3,39,37,741
1.3,39,38,1570
1.3,39,39,5109
1.3,39,40,2724
1.3,39,41,2398
1.3,39,42,725
1.3,39,43,375
1.3,39,44,362
1.3,39,45,223
1.3,40,1,183
1.3,40,2,340
1.3,40,3,228
1.3,40,4,354
1.3,40,5,374
1.3,40,6,273
1.3,40,7,96
1.3,40,8,400
1.3,40,9,241
1.3,40,10,1202
1.3,40,11,831
1.3,40,12,385
1.3,40,13,314
1.3,40,14,347
1.3,40,15,409
1.3,40,16,175
1.3,40,17,290
1.3,40,18,309
1.3,40,19,386
1.3,40,20,198
1.3,40,21,281
1.3,40,22,212
1.3,40,23,511
1.3,40,24,1123
1.3,40,25,1543
1.3,40,26,236
1.3,40,27,104
1.3,40,28,364
1.3,40,29,63
1.3,40,30,243
1.3,40,31,114
1.3,40,32,344
1.3,40,33,180
1.3,40,34,474
1.3,40,35,284
1.3,40,36,280
1.3,40,37,591
1.3,40,38,819
1.3,40,39,2644
1.3,40,40,5017
1.3,40,41,2843
1.3,40,42,694
1.3,40,43,388
1.3,40,44,343
1.3,40,45,188
1.3,41,1,314
1.3,41,2,705
1.3,41,3,475
1.3,41,4,775
1.3,41,5,707
1.3,41,6,472
1.3,41,7,136
1.3,41,8,778
1.3,41,9,457
1.3,41,10,1458
1.3,41,11,1018
1.3,41,12,403
1.3,41,13,501
1.3,41,14,795
1.3,41,15,662
1.3,41,16,369
1.3,41,17,699
1.3,41,18,1194
1.3,41,19,881
1.3,41,20,538
1.3,41,21,491
1.3,41,22,336
1.3,41,23,1673
1.3,41,24,1673
1.3,41,25,3349
1.3,41,26,341
1.3,41,27,123
1.3,41,28,646
1.3,41,29,95
1.3,41,30,407
1.3,41,31,206
1.3,41,32,660
1.3,41,33,280
1.3,41,34,617
1.3,41,35,376
1.3,41,36,375
1.3,41,37,607
1.3,41,38,685
1.3,41,39,1943
1.3,41,40,2340
1.3,41,41,8885
1.3,41,42,2140
1.3,41,43,945
1.3,41,44,691
1.3,41,45,391
1.3,42,1,655
1.3,42,2,1490
1.3,42,3,1244
1.3,42,4,1834
1.3,42,5,1667
1.3,42,6,756
1.3,42,7,259
1.3,42,8,1381
1.3,42,9,807
1.3,42,10,1249
1.3,42,11,1070
1.3,42,12,358
1.3,42,13,610
1.3,42,14,1693
1.3,42,15,796
1.3,42,16,777
1.3,42,17,1142
1.3,42,18,2405
1.3,42,19,2870
1.3,42,20,2322
1.3,42,21,862
1.3,42,22,477
1.3,42,23,2136
1.3,42,24,1308
1.3,42,25,3239
1.3,42,26,570
1.3,42,27,234
1.3,42,28,1074
1.3,42,29,146
1.3,42,30,640
1.3,42,31,363
1.3,42,32,1173
1.3,42,33,403
1.3,42,34,869
1.3,42,35,420
1.3,42,36,439
1.3,42,37,640
1.3,42,38,488
1.3,42,39,1055
1.3,42,40,1070
1.3,42,41,3817
1.3,42,42,9357
1.3,42,43,3337
1.3,42,44,1562
1.3,42,45,768
1.3,43,1,392
1.3,43,2,1077
1.3,43,3,1123
1.3,43,4,695
1.3,43,5,878
1.3,43,6,332
1.3,43,7,158
1.3,43,8,804
1.3,43,9,459
1.3,43,10,372
1.3,43,11,353
1.3,43,12,124
1.3,43,13,191
1.3,43,14,490
1.3,43,15,282
1.3,43,16,194
1.3,43,17,297
1.3,43,18,416
1.3,43,19,902
1.3,43,20,714
1.3,43,21,314
1.3,43,22,168
1.3,43,23,393
1.3,43,24,362
1.3,43,25,736
1.3,43,26,343
1.3,43,27,121
1.3,43,28,544
1.3,43,29,78
1.3,43,30,344
1.3,43,31,187
1.3,43,32,451
1.3,43,33,156
1.3,43,34,298
1.3,43,35,162
1.3,43,36,159
1.3,43,37,220
1.3,43,38,161
1.3,43,39,292
1.3,43,40,333
1.3,43,41,918
1.3,43,42,1726
1.3,43,43,2938
1.3,43,44,1398
1.3,43,45,571
1.3,44,1,636
1.3,44,2,2027
1.3,44,3,952
1.3,44,4,718
1.3,44,5,872
1.3,44,6,408
1.3,44,7,248
1.3,44,8,1673
1.3,44,9,914
1.3,44,10,422
1.3,44,11,448
1.3,44,12,149
1.3,44,13,209
1.3,44,14,424
1.3,44,15,280
1.3,44,16,211
1.3,44,17,298
1.3,44,18,325
1.3,44,19,649
1.3,44,20,355
1.3,44,21,342
1.3,44,22,221
1.3,44,23,328
1.3,44,24,380
1.3,44,25,736
1.3,44,26,819
1.3,44,27,262
1.3,44,28,1117
1.3,44,29,123
1.3,44,30,536
1.3,44,31,297
1.3,44,32,640
1.3,44,33,201
1.3,44,34,367
1.3,44,35,177
1.3,44,36,191
1.3,44,37,280
1.3,44,38,210
1.3,44,39,337
1.3,44,40,408
1.3,44,41,852
1.3,44,42,1073
1.3,44,43,1572
1.3,44,44,5192
1.3,44,45,1824
1.3,45,1,760
1.3,45,2,2322
1.3,45,3,654
1.3,45,4,546
1.3,45,5,761
1.3,45,6,388
1.3,45,7,363
1.3,45,8,3390
1.3,45,9,1417
1.3,45,10,323
1.3,45,11,369
1.3,45,12,117
1.3,45,13,188
1.3,45,14,355
1.3,45,15,235
1.3,45,16,143
1.3,45,17,240
1.3,45,18,243
1.3,45,19,529
1.3,45,20,219
1.3,45,21,307
1.3,45,22,180
1.3,45,23,275
1.3,45,24,335
1.3,45,25,617
1.3,45,26,1422
1.3,45,27,352
1.3,45,28,1583
1.3,45,29,142
1.3,45,30,759
1.3,45,31,435
1.3,45,32,705
1.3,45,33,195
1.3,45,34,295
1.3,45,35,173
1.3,45,36,200
1.3,45,37,271
1.3,45,38,166
1.3,45,39,270
1.3,45,40,315
1.3,45,41,644
1.3,45,42,702
1.3,45,43,872
1.3,45,44,2372
1.3,45,45,3448
0.85,1,1,2478
0.85,1,2,1977
0.85,1,3,575
0.85,1,4,715
0.85,1,5,1347
0.85,1,6,607
0.85,1,7,388
0.85,1,8,1396
0.85,1,9,1924
0.85,1,10,295
0.85,1,11,303
0.85,1,12,119
0.85,1,13,160
0.85,1,14,327
0.85,1,15,225
0.85,1,16,140
0.85,1,17,218
0.85,1,18,149
0.85,1,19,451
0.85,1,20,175
0.85,1,21,350
0.85,1,22,205
0.85,1,23,203
0.85,1,24,265
0.85,1,25,483
0.85,1,26,448
0.85,1,27,217
0.85,1,28,898
0.85,1,29,144
0.85,1,30,687
0.85,1,31,765
0.85,1,32,1367
0.85,1,33,217
0.85,1,34,301
0.85,1,35,146
0.85,1,36,139
0.85,1,37,188
0.85,1,38,129
0.85,1,39,191
0.85,1,40,219
0.85,1,41,434
0.85,1,42,488
0.85,1,43,525
0.85,1,44,691
0.85,1,45,663
0.85,2,1,1627
0.85,2,2,5920
0.85,2,3,1391
0.85,2,4,979
0.85,2,5,1631
0.85,2,6,537
0.85,2,7,369
0.85,2,8,2157
0.85,2,9,1749
0.85,2,10,363
0.85,2,11,392
0.85,2,12,114
0.85,2,13,209
0.85,2,14,512
0.85,2,15,291
0.85,2,16,224
0.85,2,17,290
0.85,2,18,223
0.85,2,19,689
0.85,2,20,359
0.85,2,21,384
0.85,2,22,221
0.85,2,23,281
0.85,2,24,339
0.85,2,25,733
0.85,2,26,728
0.85,2,27,236
0.85,2,28,1168
0.85,2,29,110
0.85,2,30,677
0.85,2,31,521
0.85,2,32,989
0.85,2,33,250
0.85,2,34,387
0.85,2,35,183
0.85,2,36,182
0.85,2,37,232
0.85,2,38,177
0.85,2,39,265
0.85,2,40,276
0.85,2,41,660
0.85,2,42,857
0.85,2,43,1198
0.85,2,44,2188
0.85,2,45,1768
0.85,3,1,418
0.85,3,2,1414
0.85,3,3,2004
0.85,3,4,628
0.85,3,5,1048
0.85,3,6,285
0.85,3,7,109
0.85,3,8,569
0.85,3,9,405
0.85,3,10,229
0.85,3,11,219
0.85,3,12,90
0.85,3,13,125
0.85,3,14,292
0.85,3,15,164
0.85,3,16,160
0.85,3,17,204
0.85,3,18,159
0.85,3,19,664
0.85,3,20,353
0.85,3,21,203
0.85,3,22,135
0.85,3,23,208
0.85,3,24,216
0.85,3,25,454
0.85,3,26,260
0.85,3,27,81
0.85,3,28,406
0.85,3,29,50
0.85,3,30,223
0.85,3,31,191
0.85,3,32,438
0.85,3,33,111
0.85,3,34,189
0.85,3,35,105
0.85,3,36,90
0.85,3,37,157
0.85,3,38,107
0.85,3,39,170
0.85,3,40,174
0.85,3,41,479
0.85,3,42,685
0.85,3,43,1433
0.85,3,44,956
0.85,3,45,408
0.85,4,1,973
0.85,4,2,1779
0.85,4,3,1154
0.85,4,4,8831
0.85,4,5,4654
0.85,4,6,2201
0.85,4,7,338
0.85,4,8,1380
0.85,4,9,1062
0.85,4,10,918
0.85,4,11,846
0.85,4,12,249
0.85,4,13,567
0.85,4,14,3296
0.85,4,15,931
0.85,4,16,1569
0.85,4,17,1170
0.85,4,18,480
0.85,4,19,2667
0.85,4,20,869
0.85,4,21,1905
0.85,4,22,671
0.85,4,23,848
0.85,4,24,898
0.85,4,25,2015
0.85,4,26,493
0.85,4,27,200
0.85,4,28,1031
0.85,4,29,169
0.85,4,30,740
0.85,4,31,532
0.85,4,32,2254
0.85,4,33,587
0.85,4,34,939
0.85,4,35,400
0.85,4,36,383
0.85,4,37,420
0.85,4,38,330
0.85,4,39,629
0.85,4,40,494
0.85,4,41,1406
0.85,4,42,1763
0.85,4,43,1435
0.85,4,44,1042
0.85,4,45,644
0.85,5,1,1087
0.85,5,2,1747
0.85,5,3,1204
0.85,5,4,2723
0.85,5,5,4530
0.85,5,6,894
0.85,5,7,241
0.85,5,8,945
0.85,5,9,777
0.85,5,10,453
0.85,5,11,403
0.85,5,12,134
0.85,5,13,233
0.85,5,14,924
0.85,5,15,377
0.85,5,16,410
0.85,5,17,474
0.85,5,18,291
0.85,5,19,1433
0.85,5,20,534
0.85,5,21,622
0.85,5,22,282
0.85,5,23,406
0.85,5,24,401
0.85,5,25,984
0.85,5,26,355
0.85,5,27,145
0.85,5,28,709
0.85,5,29,105
0.85,5,30,522
0.85,5,31,430
0.85,5,32,1406
0.85,5,33,269
0.85,5,34,447
0.85,5,35,188
0.85,5,36,203
0.85,5,37,264
0.85,5,38,173
0.85,5,39,360
0.85,5,40,339
0.85,5,41,766
0.85,5,42,980
0.85,5,43,1044
0.85,5,44,815
0.85,5,45,508
0.85,6,1,542
0.85,6,2,661
0.85,6,3,331
0.85,6,4,1283
0.85,6,5,1030
0.85,6,6,3488
0.85,6,7,224
0.85,6,8,672
0.85,6,9,550
0.85,6,10,502
0.85,6,11,526
0.85,6,12,148
0.85,6,13,344
0.85,6,14,899
0.85,6,15,563
0.85,6,16,300
0.85,6,17,448
0.85,6,18,188
0.85,6,19,549
0.85,6,20,205
0.85,6,21,1324
0.85,6,22,639
0.85,6,23,308
0.85,6,24,452
0.85,6,25,849
0.85,6,26,253
0.85,6,27,110
0.85,6,28,549
0.85,6,29,125
0.85,6,30,478
0.85,6,31,369
0.85,6,32,2335
0.85,6,33,833
0.85,6,34,658
0.85,6,35,290
0.85,6,36,311
0.85,6,37,299
0.85,6,38,213
0.85,6,39,303
0.85,6,40,289
0.85,6,41,573
0.85,6,42,562
0.85,6,43,433
0.85,6,44,398
0.85,6,45,287
0.85,7,1,412
0.85,7,2,453
0.85,7,3,144
0.85,7,4,255
0.85,7,5,305
0.85,7,6,231
0.85,7,7,1431
0.85,7,8,1406
0.85,7,9,979
0.85,7,10,129
0.85,7,11,167
0.85,7,12,48
0.85,7,13,87
0.85,7,14,161
0.85,7,15,134
0.85,7,16,56
0.85,7,17,90
0.85,7,18,62
0.85,7,19,135
0.85,7,20,69
0.85,7,21,156
0.85,7,22,95
0.85,7,23,90
0.85,7,24,146
0.85,7,25,210
0.85,7,26,369
0.85,7,27,138
0.85,7,28,1268
0.85,7,29,197
0.85,7,30,1347
0.85,7,31,798
0.85,7,32,536
0.85,7,33,110
0.85,7,34,194
0.85,7,35,100
0.85,7,36,82
0.85,7,37,121
0.85,7,38,60
0.85,7,39,90
0.85,7,40,103
0.85,7,41,210
0.85,7,42,200
0.85,7,43,201
0.85,7,44,278
0.85,7,45,294
0.85,8,1,2290
0.85,8,2,4719
0.85,8,3,1284
0.85,8,4,1848
0.85,8,5,2223
0.85,8,6,1253
0.85,8,7,2396
0.85,8,8,44819
0.85,8,9,7181
0.85,8,10,1084
0.85,8,11,1192
0.85,8,12,366
0.85,8,13,643
0.85,8,14,1714
0.85,8,15,768
0.85,8,16,482
0.85,8,17,722
0.85,8,18,561
0.85,8,19,1209
0.85,8,20,635
0.85,8,21,989
0.85,8,22,565
0.85,8,23,725
0.85,8,24,935
0.85,8,25,1898
0.85,8,26,7694
0.85,8,27,2213
0.85,8,28,14084
0.85,8,29,690
0.85,8,30,4457
0.85,8,31,1892
0.85,8,32,2640
0.85,8,33,637
0.85,8,34,1111
0.85,8,35,610
0.85,8,36,613
0.85,8,37,748
0.85,8,38,419
0.85,8,39,817
0.85,8,40,782
0.85,8,41,1768
0.85,8,42,1815
0.85,8,43,1811
0.85,8,44,3292
0.85,8,45,4566
0.85,9,1,1730
0.85,9,2,1886
0.85,9,3,447
0.85,9,4,642
0.85,9,5,971
0.85,9,6,526
0.85,9,7,898
0.85,9,8,3644
0.85,9,9,5263
0.85,9,10,305
0.85,9,11,344
0.85,9,12,120
0.85,9,13,194
0.85,9,14,388
0.85,9,15,251
0.85,9,16,149
0.85,9,17,237
0.85,9,18,174
0.85,9,19,403
0.85,9,20,195
0.85,9,21,335
0.85,9,22,203
0.85,9,23,202
0.85,9,24,288
0.85,9,25,543
0.85,9,26,826
0.85,9,27,302
0.85,9,28,1772
0.85,9,29,181
0.85,9,30,1176
0.85,9,31,1194
0.85,9,32,1271
0.85,9,33,238
0.85,9,34,371
0.85,9,35,168
0.85,9,36,181
0.85,9,37,235
0.85,9,38,142
0.85,9,39,211
0.85,9,40,244
0.85,9,41,512
0.85,9,42,504
0.85,9,43,588
0.85,9,44,873
0.85,9,45,1000
0.85,10,1,265
0.85,10,2,490
0.85,10,3,319
0.85,10,4,713
0.85,10,5,547
0.85,10,6,492
0.85,10,7,155
0.85,10,8,606
0.85,10,9,342
0.85,10,10,9804
0.85,10,11,3489
0.85,10,12,1786
0.85,10,13,1912
0.85,10,14,988
0.85,10,15,1511
0.85,10,16,284
0.85,10,17,820
0.85,10,18,348
0.85,10,19,563
0.85,10,20,271
0.85,10,21,674
0.85,10,22,540
0.85,10,23,705
0.85,10,24,4259
0.85,10,25,3174
0.85,10,26,253
0.85,10,27,124
0.85,10,28,541
0.85,10,29,92
0.85,10,30,370
0.85,10,31,219
0.85,10,32,700
0.85,10,33,370
0.85,10,34,1399
0.85,10,35,840
0.85,10,36,821
0.85,10,37,1270
0.85,10,38,2034
0.85,10,39,2253
0.85,10,40,1215
0.85,10,41,1935
0.85,10,42,839
0.85,10,43,474
0.85,10,44,409
0.85,10,45,261
0.85,11,1,239
0.85,11,2,377
0.85,11,3,223
0.85,11,4,517
0.85,11,5,470
0.85,11,6,491
0.85,11,7,131
0.85,11,8,505
0.85,11,9,314
0.85,11,10,2650
0.85,11,11,10024
0.85,11,12,1702
0.85,11,13,1925
0.85,11,14,719
0.85,11,15,1175
0.85,11,16,207
0.85,11,17,505
0.85,11,18,205
0.85,11,19,416
0.85,11,20,189
0.85,11,21,560
0.85,11,22,572
0.85,11,23,345
0.85,11,24,1283
0.85,11,25,1493
0.85,11,26,247
0.85,11,27,89
0.85,11,28,523
0.85,11,29,84
0.85,11,30,383
0.85,11,31,194
0.85,11,32,643
0.85,11,33,444
0.85,11,34,2016
0.85,11,35,1848
0.85,11,36,2007
0.85,11,37,2400
0.85,11,38,902
0.85,11,39,898
0.85,11,40,684
0.85,11,41,999
0.85,11,42,562
0.85,11,43,359
0.85,11,44,355
0.85,11,45,209
0.85,12,1,69
0.85,12,2,122
0.85,12,3,75
0.85,12,4,150
0.85,12,5,142
0.85,12,6,113
0.85,12,7,38
0.85,12,8,154
0.85,12,9,81
0.85,12,10,1195
0.85,12,11,1654
0.85,12,12,1653
0.85,12,13,287
0.85,12,14,162
0.85,12,15,264
0.85,12,16,71
0.85,12,17,150
0.85,12,18,86
0.85,12,19,136
0.85,12,20,56
0.85,12,21,104
0.85,12,22,149
0.85,12,23,123
0.85,12,24,459
0.85,12,25,485
0.85,12,26,68
0.85,12,27,30
0.85,12,28,126
0.85,12,29,22
0.85,12,30,109
0.85,12,31,59
0.85,12,32,151
0.85,12,33,114
0.85,12,34,370
0.85,12,35,292
0.85,12,36,374
0.85,12,37,794
0.85,12,38,837
0.85,12,39,442
0.85,12,40,348
0.85,12,41,391
0.85,12,42,167
0.85,12,43,113
0.85,12,44,140
0.85,12,45,71
0.85,13,1,230
0.85,13,2,430
0.85,13,3,224
0.85,13,4,714
0.85,13,5,564
0.85,13,6,478
0.85,13,7,130
0.85,13,8,511
0.85,13,9,298
0.85,13,10,2747
0.85,13,11,3201
0.85,13,12,619
0.85,13,13,6861
0.85,13,14,1350
0.85,13,15,3166
0.85,13,16,268
0.85,13,17,809
0.85,13,18,196
0.85,13,19,484
0.85,13,20,234
0.85,13,21,836
0.85,13,22,734
0.85,13,23,439
0.85,13,24,1976
0.85,13,25,2126
0.85,13,26,177
0.85,13,27,111
0.85,13,28,467
0.85,13,29,75
0.85,13,30,337
0.85,13,31,169
0.85,13,32,706
0.85,13,33,439
0.85,13,34,3032
0.85,13,35,1018
0.85,13,36,745
0.85,13,37,700
0.85,13,38,483
0.85,13,39,778
0.85,13,40,541
0.85,13,41,1037
0.85,13,42,650
0.85,13,43,370
0.85,13,44,351
0.85,13,45,215
0.85,14,1,2764
0.85,14,2,5959
0.85,14,3,3480
0.85,14,4,23414
0.85,14,5,10192
0.85,14,6,7855
0.85,14,7,1238
0.85,14,8,7324
0.85,14,9,4094
0.85,14,10,8568
0.85,14,11,7446
0.85,14,12,1656
0.85,14,13,9209
0.85,14,14,33175
0.85,14,15,10789
0.85,14,16,14052
0.85,14,17,22725
0.85,14,18,2384
0.85,14,19,10369
0.85,14,20,4627
0.85,14,21,19411
0.85,14,22,5212
0.85,14,23,5261
0.85,14,24,7843
0.85,14,25,23798
0.85,14,26,1769
0.85,14,27,847
0.85,14,28,4949
0.85,14,29,964
0.85,14,30,3609
0.85,14,31,1901
0.85,14,32,9525
0.85,14,33,3083
0.85,14,34,9431
0.85,14,35,2744
0.85,14,36,2842
0.85,14,37,2201
0.85,14,38,1937
0.85,14,39,4786
0.85,14,40,3078
0.85,14,41,9562
0.85,14,42,10827
0.85,14,43,5660
0.85,14,44,4184
0.85,14,45,2302
0.85,15,1,273
0.85,15,2,459
0.85,15,3,245
0.85,15,4,776
0.85,15,5,509
0.85,15,6,681
0.85,15,7,147
0.85,15,8,504
0.85,15,9,345
0.85,15,10,1707
0.85,15,11,1566
0.85,15,12,425
0.85,15,13,2255
0.85,15,14,1443
0.85,15,15,4570
0.85,15,16,325
0.85,15,17,1277
0.85,15,18,234
0.85,15,19,578
0.85,15,20,225
0.85,15,21,1267
0.85,15,22,1102
0.85,15,23,484
0.85,15,24,1741
0.85,15,25,2397
0.85,15,26,228
0.85,15,27,101
0.85,15,28,483
0.85,15,29,93
0.85,15,30,351
0.85,15,31,197
0.85,15,32,726
0.85,15,33,569
0.85,15,34,2216
0.85,15,35,753
0.85,15,36,532
0.85,15,37,600
0.85,15,38,428
0.85,15,39,704
0.85,15,40,461
0.85,15,41,981
0.85,15,42,647
0.85,15,43,409
0.85,15,44,329
0.85,15,45,233
0.85,16,1,162
0.85,16,2,297
0.85,16,3,216
0.85,16,4,1274
0.85,16,5,528
0.85,16,6,323
0.85,16,7,73
0.85,16,8,233
0.85,16,9,196
0.85,16,10,298
0.85,16,11,265
0.85,16,12,65
0.85,16,13,163
0.85,16,14,1233
0.85,16,15,259
0.85,16,16,912
0.85,16,17,602
0.85,16,18,159
0.85,16,19,882
0.85,16,20,236
0.85,16,21,431
0.85,16,22,155
0.85,16,23,355
0.85,16,24,304
0.85,16,25,820
0.85,16,26,110
0.85,16,27,37
0.85,16,28,197
0.85,16,29,41
0.85,16,30,129
0.85,16,31,94
